OBJECTID	FIPS	IMR3	IMR2	IMR1	PTB3	PTB2	PTB1	NAS3	NAS2	NAS1	county
785	39087051300	0.847065926	0.043224131	0.514930722	0.228654709	0.193798479	0.045308484	0.752366095	0.320907294	0.230199942	Lawrence
786	39087050100	0.036096914	0.04359039	0.363519438	0.511693225	0.539286247	0.477172329	0.403576342	0.242270584	0.998150306	Lawrence
787	39087050200	0.18409934	0.239274734	0.944203296	0.024885716	0.364040805	0.108109235	0.393262586	0.528342783	0.229769444	Lawrence
788	39087050300	0.507430311	0.477813217	0.347023579	0.311955388	0.448789715	0.452406795	0.840395377	0.88714128	0.485652758	Lawrence
789	39087051001	0.493966975	0.99593319	0.418448254	0.500944657	0.864479659	0.362916787	0.03601831	0.627226936	0.494326189	Lawrence
790	39087051402	0.508447619	0.148709258	0.699424488	0.999104378	0.552213371	0.072338705	0.610690985	0.408762408	0.712183505	Lawrence
791	39087051401	0.786542023	0.319422109	0.368697571	0.171711185	0.887616009	0.282654242	0.04288224	0.77361983	0.595567404	Lawrence
792	39093070902	0.251548228	0.865744075	0.002619865	0.597971205	0.955245509	0.17774832	0.122218073	0.300020278	0.329520403	Lorain
793	39093013100	0.17170438	0.827731732	0.031168759	0.112600277	0.138455742	0.279785053	0.181862711	0.654367743	0.686465824	Lorain
794	39093013200	0.46577877	0.708725574	0.821465732	0.859665697	0.417817792	0.303094515	0.436764836	0.845050486	0.571385402	Lorain
795	39093097100	0.092032277	0.262776857	0.159557223	0.442659209	0.643772781	0.239694312	0.3849524	0.766946458	0.507168538	Lorain
796	39093092100	0.988632211	0.373139324	0.720965331	0.636245813	0.908932614	0.056967553	0.789410349	0.582941182	0.70670933	Lorain
797	39093093100	0.616487757	0.967837902	0.840654211	0.867403868	0.474728809	0.541765554	0.292281072	0.410265892	0.198711685	Lorain
798	39139000600	0.602975166	0.640702471	0.25748506	0.170812837	0.178876587	0.869799733	0.020961733	0.993307431	0.300777184	Richland
799	39139000700	0.842395897	0.011193208	0.423201976	0.768777095	0.677837261	0.356348492	0.966768386	0.778929154	0.83923948	Richland
800	39139001100	0.295258169	0.595922092	0.30635556	0.246968997	0.605444123	0.132220826	0.668651457	0.407405803	0.325211282	Richland
801	39139001300	0.589664058	0.311631732	0.239016005	0.003302104	0.757675389	0.686605139	0.508642137	0.217054328	0.197228384	Richland
802	39139001400	0.718490715	0.750294488	0.199284714	0.850528437	0.149060992	0.654050129	0.263800252	0.58440304	0.387415153	Richland
803	39139002000	0.594608025	0.693509143	0.575277074	0.213558591	0.531996747	0.618044544	0.270748667	0.426763987	0.917830219	Richland
804	39139002102	0.519276776	0.604694227	0.666175933	0.408710907	0.688557124	0.676484309	0.162214658	0.153755173	0.33638443	Richland
805	39139002200	0.832117112	0.302518	0.319610531	0.067736545	0.865274245	0.533394766	0.178208049	0.121012918	0.017695841	Richland
806	39139002300	0.434555538	0.933503643	0.754590704	0.611667994	0.718475542	0.430845726	0.620169985	0.939219511	0.835935718	Richland
807	39139001900	0.915343969	0.268223927	0.691797056	0.41789831	0.126761034	0.957410511	0.675536801	0.160805417	0.133521213	Richland
808	39093070700	0.820788649	0.121787477	0.161495775	0.668254029	0.550828763	0.394073533	0.241144834	0.272724392	0.026845524	Lorain
809	39093070800	0.111867806	0.040311042	0.455343092	0.608377375	0.65874963	0.883982635	0.743251607	0.388810198	0.278318749	Lorain
810	39093071000	0.743709603	0.582299242	0.560015517	0.603633504	0.396272763	0.807998505	0.435555446	0.399546855	0.985379161	Lorain
811	39093022200	0.290741238	0.859449581	0.357252328	0.004591635	0.553882229	0.932575844	0.024480568	0.145209938	0.934044726	Lorain
812	39093022800	0.61990677	0.253544894	0.065279794	0.320298923	0.255466319	0.508502649	0.285535792	0.131547563	0.74037627	Lorain
813	39093023000	0.016583926	0.359007725	0.283201397	0.294366163	0.153389847	0.242145551	0.022508826	0.701217434	0.529897901	Lorain
814	39093080101	0.817984164	0.447233638	0.266450382	0.556174957	0.639457465	0.203098081	0.413195766	0.12207832	0.598608673	Lorain
815	39139003100	0.154498479	0.935634785	0.867686936	0.794543849	0.183686619	0.943166153	0.992185904	0.279553251	0.639548277	Richland
816	39093070102	0.537389824	0.015163945	0.390512904	0.096884999	0.697846835	0.525335439	0.304326828	0.958124432	0.360008164	Lorain
817	39093097400	0.91080964	0.303159252	0.595847679	0.243291349	0.20040135	0.597703207	0.429986399	0.479726411	0.018349922	Lorain
818	39093071201	0.648803581	0.481342213	0.70965861	0.87360831	0.352144333	0.222516877	0.093531331	0.404663025	0.524195447	Lorain
819	39093071202	0.597928365	0.16913414	0.144962784	0.821281675	0.873609465	0.627936515	0.878422807	0.950208499	0.72534512	Lorain
820	39093080104	0.313165253	0.689095753	0.883566146	0.030717074	0.34216046	0.001745692	0.558998177	0.928481094	0.539491631	Lorain
821	39093080103	0.990991266	0.814043637	0.764043832	0.107245962	0.489822321	0.591872531	0.258730332	0.512160416	0.89453786	Lorain
822	39049006000	0.769436123	0.515346083	0.40076939	0.953775744	0.023379482	0.663144138	0.800205554	0.756313554	0.560829344	Franklin
823	39049005900	0.100529886	0.196020633	0.494654914	0.367038861	0.019272533	0.122756343	0.21493011	0.582264585	0.646353208	Franklin
824	39049005820	0.457750179	0.354658696	0.962284016	0.147644079	0.513204911	0.647906659	0.352035328	0.345757974	0.867575189	Franklin
825	39049005810	0.254210983	0.785005926	0.367675233	0.575182376	0.997512545	0.013840178	0.120244296	0.847037729	0.490710577	Franklin
826	39049005700	0.690771375	0.375663732	0.527424065	0.194516481	0.781338864	0.287390218	0.544149513	0.295350574	0.662603848	Franklin
827	39049005620	0.332590624	0.187792523	0.256033995	0.136380867	0.965987393	0.500552856	0.070565987	0.855556551	0.505963202	Franklin
828	39049005610	0.061808718	0.001489744	0.588784443	0.223235807	0.179519287	0.252571824	0.335292693	0.090458714	0.431787674	Franklin
829	39049005500	0.070324645	0.057462571	0.195747676	0.609789973	0.918980294	0.429380963	0.056597218	0.571394788	0.060708808	Franklin
830	39049005420	0.930285959	0.681357871	0.403117149	0.817325462	0.488737093	0.403366282	0.954288878	0.514859159	0.229279295	Franklin
831	39049005410	0.957696521	0.790683095	0.605355926	0.855104903	0.065538844	0.508761061	0.773322768	0.645045365	0.468635536	Franklin
832	39049005300	0.841230184	0.128752875	0.16695029	0.036693721	0.939151712	0.077379027	0.819910409	0.059141364	0.395580607	Franklin
833	39049007933	0.352282556	0.61928546	0.785457202	0.314231462	0.730900045	0.949707606	0.598535092	0.424938937	0.361500578	Franklin
834	39049007922	0.136467876	0.980634249	0.30497942	0.246137585	0.286948979	0.936111063	0.198297083	0.906353541	0.954496192	Franklin
835	39049007921	0.343980792	0.368404108	0.995801571	0.694356007	0.654738106	0.714232882	0.369338603	0.00262509	0.62891558	Franklin
836	39049006384	0.727647633	0.571906608	0.624567555	0.226233503	0.477810804	0.128167564	0.892202292	0.888853713	0.33154819	Franklin
837	39049006383	0.912435184	0.301020342	0.336425087	0.398722465	0.500436388	0.975104665	0.476120518	0.910493937	0.39472842	Franklin
838	39049006230	0.122073935	0.990435189	0.958494643	0.513255776	0.878546766	0.450294652	0.62994643	0.145746018	0.401949942	Franklin
839	39049007550	0.905525966	0.192435922	0.818236783	0.142188253	0.697697961	0.913856172	0.899936471	0.890245772	0.858764834	Franklin
840	39093010200	0.234276385	0.440245809	0.296419848	0.454896769	0.203192044	0.088704332	0.472543763	0.920058294	0.02442294	Lorain
841	39093010300	0.446147671	0.552234922	0.495259183	0.085648239	0.724660129	0.382838442	0.325564937	0.108915049	0.207137176	Lorain
842	39093010400	0.05469171	0.820454223	0.725248806	0.94265688	0.463177201	0.719296454	0.164976398	0.510123696	0.583560204	Lorain
843	39093021100	0.779886316	0.088782233	0.50427903	0.255329599	0.45419766	0.140514404	0.428640962	0.43171729	0.654253263	Lorain
844	39093021200	0.203870151	0.579499619	0.549352824	0.085575575	0.863039931	0.439359449	0.428335015	0.830357655	0.1946742	Lorain
845	39093022100	0.147778543	0.200010387	0.834713514	0.016380069	0.187144804	0.487604608	0.57599192	0.789184367	0.286191625	Lorain
846	39093022400	0.651259638	0.497929707	0.085083123	0.10723363	0.931323943	0.887240277	0.191536959	0.422414331	0.234933857	Lorain
847	39093022500	0.194018214	0.001856795	0.415689757	0.49747118	0.492402334	0.104558103	0.05107319	0.848649496	0.16848841	Lorain
848	39093022601	0.924675348	0.597070813	0.558662309	0.263084775	0.785568194	0.998070848	0.602851645	0.003422856	0.253601721	Lorain
849	39093030100	0.785486255	0.861367373	0.595652535	0.098195612	0.683978765	0.735313372	0.558130738	0.106474936	0.597528126	Lorain
850	39093060100	0.519096881	0.329750406	0.651223033	0.052324228	0.592867096	0.692339933	0.87613077	0.026153459	0.994800908	Lorain
851	39093070901	0.179411426	0.724458751	0.627068239	0.080740957	0.446951306	0.49234858	0.897156376	0.664582905	0.85645607	Lorain
852	39093071100	0.144487703	0.43560462	0.885110632	0.654220085	0.820934604	0.767986673	0.968658557	0.649877069	0.702822373	Lorain
853	39093071300	0.03186602	0.8217621	0.881139929	0.545688722	0.400498487	0.401635247	0.507569902	0.162179081	0.039512849	Lorain
854	39093071400	0.043793293	0.599651722	0.219402298	0.266742935	0.545628696	0.856851068	0.150952547	0.100824869	0.038814333	Lorain
855	39093090100	0.79797859	0.085451341	0.095812053	0.767324058	0.940108749	0.479815781	0.232742307	0.040946976	0.23789516	Lorain
856	39093071500	0.728388738	0.15805193	0.298967906	0.182129971	0.138850848	0.482798313	0.292995545	0.86195784	0.594266488	Lorain
857	39093077100	0.787346152	0.816286923	0.567926374	0.355253225	0.970727116	0.884659987	0.176139679	0.763496546	0.814662854	Lorain
858	39093094100	0.60226058	0.394138176	0.769728517	0.53298867	0.154211254	0.922349871	0.923731845	0.18569996	0.021404251	Lorain
859	39093090200	0.971494847	0.006701104	0.839048572	0.545256429	0.412922786	0.664412229	0.548926354	0.191221205	0.88649183	Lorain
860	39093091100	0.742224354	0.876667493	0.915813992	0.093382713	0.955170079	0.298041078	0.925262454	0.36253609	0.175191431	Lorain
861	39093091200	0.179052895	0.847608488	0.615036253	0.160270479	0.727086623	0.269582906	0.625160488	0.303472098	0.969238572	Lorain
862	39093023100	0.943251066	0.595521133	0.533658419	0.173427213	0.878207247	0.954461244	0.76018029	0.969954761	0.550712163	Lorain
863	39093023200	0.472729929	0.484501726	0.775201883	0.218863702	0.186555434	0.8650045	0.899505656	0.90121285	0.987173694	Lorain
864	39093023300	0.640766911	0.506185838	0.703412077	0.283390824	0.550325813	0.167397631	0.848020717	0.291174099	0.926018566	Lorain
865	39093023400	0.933805591	0.079698989	0.489965203	0.974398744	0.593789742	0.004094869	0.563355678	0.057304561	0.569288621	Lorain
866	39093023500	0.866664445	0.200403229	0.61351329	0.023617549	0.372006395	0.874622651	0.177185227	0.703205833	0.995594181	Lorain
867	39093023600	0.707968089	0.649065912	0.554606069	0.503085467	0.969119813	0.832206455	0.848528775	0.612343383	0.715964236	Lorain
868	39093023700	0.955340882	0.497441661	0.7486222	0.671894699	0.970432395	0.910359616	0.681445454	0.198391752	0.181385999	Lorain
869	39093023800	0.312946913	0.857092287	0.871916438	0.370283268	0.974741051	0.949466019	0.700919052	0.438969006	0.798093875	Lorain
870	39093097200	0.117887991	0.206395963	0.54180243	0.895387193	0.638008127	0.740335758	0.084004881	0.332673656	0.03625208	Lorain
871	39093097300	0.615949904	0.382658392	0.407437884	0.70625931	0.025299147	0.336735458	0.68346877	0.20173532	0.61826925	Lorain
872	39049005200	0.448082478	0.013961689	0.401287443	0.2181261	0.881851481	0.874093244	0.229378748	0.19815755	0.219826028	Franklin
873	39049004000	0.92415814	0.233999668	0.052741348	0.324487686	0.370420444	0.73782759	0.985419012	0.792492957	0.475861982	Franklin
874	39049003800	0.241800776	0.244645356	0.212742374	0.141938379	0.95284319	0.003070523	0.409619757	0.456775093	0.866254463	Franklin
875	39049003700	0.310076019	0.808796915	0.305045457	0.040602025	0.699355485	0.262187523	0.955347227	0.028844834	0.914319905	Franklin
876	39049003600	0.163647028	0.076772664	0.592834846	0.817755853	0.289683319	0.911938069	0.26268095	0.979766697	0.30664109	Franklin
877	39049003200	0.677194494	0.818000139	0.216775767	0.782649663	0.364961246	0.845630936	0.194863466	0.097274516	0.556060873	Franklin
878	39049003000	0.125267263	0.923501905	0.142657694	0.703039079	0.766660788	0.846021639	0.334463205	0.617300242	0.228632763	Franklin
879	39049002900	0.67766047	0.287940052	0.642460817	0.392366048	0.281930068	0.185529055	0.573035705	0.249302208	0.203470612	Franklin
880	39049007020	0.948558256	0.384402938	0.180195014	0.985311548	0.117666649	0.192766597	0.559743453	0.030977962	0.679407844	Franklin
881	39049007115	0.175208843	0.198078431	0.513979575	0.3956216	0.074726126	0.3910444	0.554983989	0.729410351	0.047693733	Franklin
882	39049007120	0.466470815	0.957434779	0.423649295	0.126824928	0.958510075	0.872925576	0.444881862	0.45285785	0.62917361	Franklin
883	39049007132	0.018945432	0.981111624	0.295321579	0.267314362	0.960029214	0.352904895	0.993066019	0.911413365	0.508183193	Franklin
884	39049007193	0.323237518	0.258783116	0.107020577	0.036771266	0.361921897	0.221147868	0.648512717	0.106796354	0.820117423	Franklin
885	39049007194	0.708262079	0.970819465	0.384963993	0.076737338	0.471907913	0.371238489	0.085602692	0.847762118	0.610806981	Franklin
886	39051040100	0.774204171	0.942824057	0.622166765	0.799805327	0.680267398	0.126513017	0.374467968	0.121745069	0.313009747	Fulton
887	39051040600	0.147159537	0.0438996	0.985258784	0.174757285	0.289060031	0.0339481	0.87335901	0.88315294	0.75533695	Fulton
888	39051040700	0.135730947	0.855609404	0.153114052	0.544218327	0.062297073	0.877829652	0.852294879	0.418108457	0.358916206	Fulton
889	39051040800	0.544660947	0.370706975	0.581089159	0.908763052	0.717560235	0.801001571	0.297819923	0.677346772	0.536766119	Fulton
890	39139002900	0.351256531	0.010443705	0.354717542	0.805277236	0.492912295	0.128669938	0.196793323	0.393410615	0.136493028	Richland
891	39139002800	0.806564782	0.573124051	0.252206407	0.973735259	0.575592317	0.83789927	0.665249159	0.534415402	0.378598649	Richland
892	39139001700	0.19011328	0.907618831	0.231546771	0.090910885	0.500713245	0.333229551	0.569717096	0.42451994	0.175748176	Richland
893	39139002700	0.043463774	0.621299564	0.638493857	0.056923625	0.919294554	0.810550069	0.24522227	0.409497964	0.332239175	Richland
894	39139003001	0.593877511	0.628870796	0.839637677	0.511622499	0.224458931	0.659025854	0.075700484	0.151158517	0.67738407	Richland
895	39139000800	0.062081418	0.138076285	0.0253196	0.497822977	0.0398448	0.140542453	0.452496948	0.081554377	0.501949185	Richland
896	39139000900	0.733452359	0.205160535	0.902465071	0.275121859	0.123456368	0.699544501	0.106769113	0.183639083	0.868865072	Richland
897	39093095100	0.778002701	0.978289048	0.756220963	0.674340225	0.173927919	0.96048411	0.180954838	0.827244007	0.014461073	Lorain
898	39093070200	0.524085594	0.344528992	0.507642304	0.253237628	0.569433718	0.626349323	0.329117733	0.998308515	0.474146942	Lorain
899	39093070300	0.059865974	0.333655868	0.466256943	0.247382895	0.072023508	0.415423702	0.943932609	0.382230367	0.482958556	Lorain
900	39093070400	0.736082009	0.967799169	0.128509545	0.502289581	0.793776363	0.882810053	0.322088179	0.149356664	0.465706025	Lorain
901	39093070500	0.67961005	0.320760485	0.451073916	0.048266906	0.317344375	0.97132845	0.518706972	0.806490472	0.755518331	Lorain
902	39139002500	0.791182407	0.24025012	0.183434642	0.467108472	0.251094496	0.329863301	0.108126748	0.74637149	0.014125731	Richland
903	39139002600	0.095657512	0.174604436	0.348696948	0.405742026	0.577039566	0.032980376	0.294708691	0.568512735	0.177734894	Richland
904	39093070600	0.328954906	0.551744996	0.988845446	0.893351599	0.447491941	0.854652922	0.690402589	0.028372087	0.360712045	Lorain
905	39139002400	0.006343168	0.211277148	0.443557098	0.392502315	0.02737667	0.43625792	0.358794574	0.570503489	0.739682294	Richland
906	39093023900	0.086523075	0.067094573	0.035182715	0.122525469	0.952035171	0.164008948	0.505276952	0.260358152	0.557604555	Lorain
907	39093024000	0.930508639	0.797753924	0.193137341	0.72151074	0.035589738	0.800496309	0.356306803	0.386945607	0.461682894	Lorain
908	39093024200	0.748269018	0.290532615	0.354930601	0.264436244	0.709185843	0.869944331	0.054842716	0.469614281	0.844183411	Lorain
909	39093060200	0.708108522	0.424254252	0.141639323	0.651291079	0.81337071	0.567975291	0.370429701	0.715032874	0.8414403	Lorain
910	39093080500	0.961824612	0.080353371	0.725586894	0.794743011	0.812511994	0.001821989	0.69754398	0.832946754	0.700022077	Lorain
911	39093080600	0.47655917	0.200583286	0.227172399	0.013304162	0.572401994	0.726110643	0.210189632	0.805447792	0.135707785	Lorain
912	39093080700	0.104432355	0.061263918	0.55265767	0.170875547	0.507282362	0.513268485	0.732490087	0.026106069	0.581255277	Lorain
913	39139003002	0.788389303	0.917574133	0.750056104	0.891842044	0.67694722	0.160523055	0.597129392	0.762950051	0.864828614	Richland
914	39093028100	0.673943874	0.108382599	0.476146135	0.837122252	0.172096492	0.202675637	0.270337445	0.441813526	0.54134623	Lorain
915	39093096100	0.354538725	0.649140591	0.06542187	0.672314723	0.029613361	0.061813011	0.14736956	0.414070961	0.525976106	Lorain
916	39139002101	0.280234093	0.033400408	0.288554338	0.459470409	0.333146054	0.890740783	0.813506576	0.180709874	0.240528479	Richland
917	39093070101	0.610343652	0.754998694	0.24258168	0.132299358	0.011299362	0.53443577	0.573337937	0.827939424	0.760571816	Lorain
918	39049002800	0.687445678	0.854645729	0.492488318	0.096043057	0.734641319	0.322120393	0.900442829	0.127192448	0.952202506	Franklin
919	39049002780	0.164173509	0.102789098	0.89039085	0.702945255	0.098360813	0.36775861	0.665134294	0.385954952	0.969019551	Franklin
920	39049002770	0.061888233	0.711091403	0.633077943	0.326553425	0.851190649	0.796764712	0.479616351	0.546159737	0.326141572	Franklin
921	39049002760	0.093627147	0.16934669	0.607545564	0.07832522	0.385596548	0.403415684	0.343636677	0.539564518	0.981745533	Franklin
922	39049002750	0.259989865	0.126509446	0.479976869	0.878120109	0.488852011	0.977612985	0.350377793	0.619669834	0.691228715	Franklin
923	39049002740	0.284028146	0.67512248	0.329490367	0.993634714	0.632391606	0.238887271	0.426861018	0.743677329	0.256918386	Franklin
924	39049002730	0.040466509	0.71729219	0.309519901	0.418226801	0.724172784	0.924656926	0.290872754	0.774407876	0.718460241	Franklin
925	39049002710	0.923263269	0.724041512	0.319747563	0.105630747	0.773780653	0.06261561	0.908026372	0.902270161	0.920536739	Franklin
926	39049002600	0.880258556	0.161945076	0.945470365	0.606637913	0.531889696	0.420015793	0.159199134	0.389239527	0.964864481	Franklin
927	39049002520	0.89987892	0.54159008	0.59446492	0.230194955	0.395206694	0.309842355	0.447983118	0.585352319	0.14949833	Franklin
928	39049006942	0.735024996	0.879310632	0.071744205	0.43962054	0.131593154	0.836280642	0.155899726	0.140839581	0.654226565	Franklin
929	39049006943	0.840464125	0.900064827	0.735874686	0.163628582	0.186164539	0.162648651	0.164575741	0.660064819	0.557905616	Franklin
930	39049006944	0.388747024	0.78340113	0.924841462	0.018295603	0.515625517	0.335820393	0.603450823	0.09840801	0.835496317	Franklin
931	39049006945	0.837912845	0.76289195	0.402267673	0.382484858	0.616732262	0.234700388	0.885456649	0.030101031	0.840850227	Franklin
932	39049006990	0.406914239	0.178832998	0.074711413	0.629656589	0.318793206	0.851316541	0.236425157	0.447152719	0.704017071	Franklin
933	39049007424	0.202210743	0.313613541	0.210764792	0.539079173	0.954390704	0.914899825	0.018753798	0.478826346	0.842873111	Franklin
934	39051040200	0.62810322	0.631897278	0.04811355	0.076442921	0.936322838	0.125395321	0.208867158	0.363726626	0.261202589	Fulton
935	39051040900	0.571014635	0.00127046	0.983101071	0.091316774	0.96989938	0.618516089	0.859259729	0.267316869	0.958398979	Fulton
936	39051040500	0.064686538	0.772310841	0.984063264	0.453226859	0.890969038	0.032562045	0.634424205	0.373693237	0.098360251	Fulton
937	39051040300	0.485912666	0.673298027	0.835543427	0.883939099	0.660642922	0.401636575	0.399194968	0.725658853	0.234589439	Fulton
938	39051040400	0.867763786	0.807602488	0.48506907	0.41004339	0.317861499	0.538943173	0.671645165	0.242055635	0.538392356	Fulton
939	39049002510	0.173319062	0.654166836	0.707392947	0.14039782	0.153716953	0.782013468	0.861448483	0.04419367	0.625905318	Franklin
940	39049002300	0.063628707	0.835213213	0.614825062	0.759511095	0.554396136	0.062093948	0.430760951	0.482482594	0.360984297	Franklin
941	39049002200	0.798568877	0.18862728	0.22399261	0.078997186	0.478942867	0.699250198	0.348982856	0.836634132	0.160007709	Franklin
942	39049002100	0.944772254	0.257392804	0.543393158	0.235865027	0.887681965	0.166433717	0.710601887	0.674902795	0.142596477	Franklin
943	39049002000	0.616215137	0.203328234	0.48345641	0.180240225	0.940656121	0.632655794	0.77296428	0.771265988	0.240733846	Franklin
944	39049001820	0.361982557	0.989391332	0.584286764	0.663705005	0.87359802	0.812746888	0.24174166	0.566807494	0.423368691	Franklin
945	39049001810	0.802628128	0.790159492	0.037387422	0.353790179	0.57358666	0.643164897	0.369270092	0.377072858	0.249829106	Franklin
946	39049001700	0.174312032	0.692966403	0.487682577	0.766017527	0.961792861	0.893716196	0.45362645	0.463144179	0.110727497	Franklin
947	39049007492	0.415915296	0.167239268	0.125793228	0.027824214	0.55235718	0.037739937	0.647086203	0.903692141	0.55248625	Franklin
948	39049009326	0.21633465	0.392654897	0.885273701	0.660319816	0.232980948	0.137989317	0.798762777	0.085945982	0.558501188	Franklin
949	39049009362	0.470909372	0.95299833	0.874840319	0.216241272	0.759628911	0.121158185	0.116380382	0.790130151	0.99827229	Franklin
950	39049009371	0.504139776	0.584668385	0.171436608	0.137159331	0.922550987	0.967508371	0.845794191	0.956856854	0.533529771	Franklin
951	39049009372	0.612841048	0.719894107	0.258337047	0.568589077	0.791551104	0.686475696	0.908178894	0.678896142	0.966771462	Franklin
952	39049009373	0.297875639	0.316771959	0.77497492	0.581103868	0.358885134	0.405364235	0.448621776	0.826150744	0.927058307	Franklin
953	39049009374	0.501368087	0.329587939	0.759433576	0.781420764	0.66242361	0.313181546	0.468429621	0.436463318	0.797639577	Franklin
954	39039958100	0.211150734	0.815990718	0.983480161	0.736017285	0.122108772	0.801998958	0.931547712	0.695787945	0.553100775	Defiance
955	39039958400	0.750408111	0.036457326	0.524302187	0.091064037	0.530525654	0.069786441	0.056247151	0.057349891	0.355680338	Defiance
956	39039958600	0.635138816	0.097234083	0.678628883	0.042467725	0.019215762	0.541912623	0.270961181	0.974389418	0.710943611	Defiance
957	39039958700	0.307509599	0.644602181	0.38423062	0.749910822	0.055631988	0.492963629	0.265301679	0.532296877	0.408937637	Defiance
958	39039958900	0.571028541	0.093520375	0.316941823	0.693779871	0.348777172	0.011202133	0.044487987	0.301212906	0.496099166	Defiance
959	39039958500	0.847741843	0.201172396	0.072261969	0.688253359	0.557249428	0.581847702	0.337084339	0.499420741	0.669611118	Defiance
960	39039958800	0.113610831	0.336787673	0.25342011	0.350625865	0.398934984	0.010252642	0.182013384	0.644984879	0.262626188	Defiance
961	39039958200	0.873238641	0.256351128	0.589911697	0.45351964	0.321741322	0.868190031	0.256507835	0.038542299	0.566198802	Defiance
962	39039958300	0.780230724	0.408522752	0.803590953	0.613363904	0.40562872	0.738829512	0.085963083	0.489631777	0.298134531	Defiance
963	39049001600	0.759135685	0.851918871	0.438167821	0.738313165	0.514814358	0.908149813	0.691129366	0.615033331	0.003211381	Franklin
964	39049001500	0.179140149	0.508391899	0.60138682	0.760321647	0.880648079	0.946103463	0.704505482	0.405945907	0.153563666	Franklin
965	39049001400	0.108857838	0.018259247	0.579894217	0.57644527	0.344081129	0.571438708	0.248337269	0.008002208	0.558117241	Franklin
966	39049001300	0.650392015	0.347451179	0.343035253	0.975352013	0.689260261	0.224086535	0.714709184	0.508708155	0.199230541	Franklin
967	39049001200	0.245624912	0.018216703	0.474715471	0.44343037	0.64204055	0.90255377	0.677576789	0.699676848	0.833125591	Franklin
968	39049001110	0.056330914	0.478838885	0.413308048	0.866786048	0.473077079	0.753644339	0.799430408	0.613002914	0.190439377	Franklin
969	39049001000	0.219804102	0.691011046	0.256584367	0.320991466	0.0938638	0.478297285	0.282116292	0.442135353	0.327501718	Franklin
970	39049000920	0.730286021	0.344261155	0.72635376	0.953314307	0.588665373	0.027032612	0.744802708	0.1003653	0.6128165	Franklin
971	39049000910	0.362757808	0.503203329	0.372284062	0.176016438	0.488815064	0.500416941	0.578129111	0.798131912	0.208270985	Franklin
972	39049000820	0.549070297	0.987142308	0.065744186	0.468137714	0.014611239	0.90687988	0.266295846	0.307159426	0.591284421	Franklin
973	39049000310	0.956547859	0.562288477	0.772082682	0.330625388	0.654329919	0.589963418	0.596919985	0.528811663	0.552650095	Franklin
974	39049000220	0.455916129	0.207597852	0.712065954	0.244010488	0.403028276	0.773692944	0.944706624	0.011220438	0.098455783	Franklin
975	39049000210	0.500742601	0.760978292	0.899637688	0.515397166	0.333555758	0.9734775	0.346423009	0.462166569	0.763181065	Franklin
976	39049000120	0.84129368	0.370570458	0.949937775	0.757559921	0.796299766	0.364296878	0.771330275	0.154638777	0.36120121	Franklin
977	39049009381	0.505252713	0.965660746	0.186724373	0.04093585	0.282873362	0.448518262	0.282672545	0.784150863	0.54638626	Franklin
978	39049009386	0.269640979	0.804442393	0.437868476	0.371436583	0.652189486	0.729622815	0.988452319	0.919950996	0.150134544	Franklin
979	39049009390	0.665036544	0.067673402	0.683094522	0.930247742	0.832082502	0.661786521	0.236008643	0.161357785	0.953807273	Franklin
980	39049009410	0.665998688	0.551953533	0.459469676	0.891458918	0.434648898	0.088663092	0.531536544	0.829057079	0.750800909	Franklin
981	39049009420	0.123449552	0.494604728	0.675831885	0.92727379	0.415824829	0.580865305	0.690236443	0.83534998	0.156497854	Franklin
982	39049009450	0.53029198	0.541931785	0.593192911	0.89127255	0.36490211	0.092254267	0.65694183	0.130179048	0.4502087	Franklin
983	39049009590	0.535434816	0.717060577	0.171621362	0.71324132	0.616850795	0.844654119	0.834420359	0.432454117	0.846570369	Franklin
984	39049009440	0.232823976	0.581827907	0.274949591	0.369159292	0.91584145	0.350205114	0.540140633	0.411571659	0.351911076	Franklin
985	39049000810	0.95754906	0.917258259	0.090226284	0.680640638	0.064746169	0.04928618	0.072110648	0.670232753	0.63783386	Franklin
986	39049000730	0.105454553	0.267647003	0.937034058	0.293701166	0.686196282	0.702415543	0.870893025	0.415282882	0.83083448	Franklin
987	39049000720	0.099311513	0.52274931	0.523312572	0.371835138	0.361546463	0.300066651	0.084641774	0.91601288	0.981833495	Franklin
988	39049000710	0.890410493	0.529048615	0.819693742	0.899002038	0.286329299	0.437203989	0.048320357	0.197678678	0.794441978	Franklin
989	39049000600	0.53955235	0.009915464	0.139816215	0.984395367	0.283503098	0.41644715	0.787855367	0.324693706	0.013839535	Franklin
990	39049000500	0.662904782	0.597816742	0.469236778	0.342308503	0.256360101	0.532843503	0.26656938	0.437864306	0.689189486	Franklin
991	39049000420	0.375451567	0.891321069	0.44996625	0.330177621	0.775247838	0.978418929	0.504116251	0.712793875	0.888301918	Franklin
992	39049000410	0.411065823	0.015335522	0.600839445	0.874612202	0.067635984	0.102752957	0.950453427	0.417579299	0.005857308	Franklin
993	39049000330	0.445058387	0.794974769	0.728451644	0.836032222	0.57314564	0.075812919	0.754327896	0.162834284	0.317621023	Franklin
994	39049000320	0.315956208	0.81667458	0.664631827	0.00103194	0.131782889	0.288109088	0.87517051	0.137648446	0.798355795	Franklin
995	39049000110	0.789440316	0.63468487	0.17405632	0.122452726	0.279745204	0.988932216	0.392435257	0.399756639	0.592977234	Franklin
